"borough","ClosureType","EditDate","GISpropNum","OMPpropID","Red.Sign.Installed","Status","accessibility","accessibilityLevel","location","name","longitude","latitude","rules","system","Approx.Date.Closed","Approx.Date.Reopened","Community.board","District","button","content"
"Bronx","Completely Locked","06/22/2020 10:18:10 AM","X281","X281","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","W 175 St bet. Washington Av and Bathgate Av","Stop & Go Playground",-73.89894991164,40.8447746531064,"Adults not allowed in some locations","X281-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",206,"X-06","Playgrounds","W 175 St bet. Washington Av and Bathgate Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Queens","Completely Locked","06/21/2020 06:41:49 PM","Q289","Q289","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","74 St., 75 St. bet. Cooper Ave. and 78 Ave.","Pinocchio Playground",-73.8753648194856,40.7057738004083,"Adults Allowed","Q289-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 09:00:00 AM",405,"Q-05","Playgrounds","74 St., 75 St. bet. Cooper Ave. and 78 Ave., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 03:12:53 PM","B223PC","B223PC","","Reopened","false","Not Applicable","Rodney St., S. 3 St. and S. 4 St.","Rodney Playground South",-73.9559009222596,40.7098061844464,"Adults Allowed","B223PC-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",301,"B-01","Playgrounds","Rodney St., S. 3 St. and S. 4 St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","06/22/2020 09:51:06 AM","X219","X219","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","E 164 St bet. Teller Av and Clay Av at Park Ave","Arcilla Playground",-73.9145306945456,40.8272946122976,"Adults Allowed","X219-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",204,"X-04","Playgrounds","E 164 St bet. Teller Av and Clay Av at Park Ave, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Not Lockable","06/22/2020 03:28:45 PM","B082","B082-02","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","79 St & Shore Rd","79 St Plgd",-74.0392085239642,40.6317695141101,"Unknown","B082-CPA-0002","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",310,"B-10","Playgrounds","79 St & Shore Rd, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Partially Locked","06/22/2020 09:57:37 AM","X164","X164","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Rogers Pl. at Dawson St.","Dawson Playground",-73.8983360501005,40.8194488290983,"Adults Allowed","X164-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",202,"X-02","Playgrounds","Rogers Pl. at Dawson St., Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 10:48:33 AM","M190","M190","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway","Sheltering Arms Playground",-73.9558084992193,40.8145840079115,"Unknown","M190-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",109,"M-09","Playgrounds","W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 03:15:45 PM","B090","B090","","Reopened","false","Not Applicable","Lee Ave., Division Ave., Roebling St.","Sobel Playground",-73.9614525536838,40.7073957403439,"Adults Allowed","B090-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",301,"B-01","Playgrounds","Lee Ave., Division Ave., Roebling St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Completely Locked","06/22/2020 06:35:50 PM","QT06","QT06","","Reopened","false","Not Applicable","51 Ave. bet. Jackson Ave., Vernon Blvd. and 11 St.","Old Hickory Playground",-73.9535535198704,40.7417530964746,"Adults Allowed","QT06-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",402,"Q-02","Playgrounds","51 Ave. bet. Jackson Ave., Vernon Blvd. and 11 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 02:33:17 PM","B334","B334","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Central Ave., Troutman St. and Starr St.","Fermi Playground",-73.928477931289,40.7003584547103,"Adults Allowed","B334-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",304,"B-04","Playgrounds","Central Ave., Troutman St. and Starr St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 01:09:47 PM","B219","B219","","Reopened","false","Not Applicable","Fulton St., Truxton St., bet. Eastern Pkwy. and Van Sinderen Ave.","Callahan-Kelly Playground",-73.9065410261717,40.6783136181091,"Adults Allowed","B219-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",316,"B-16","Playgrounds","Fulton St., Truxton St., bet. Eastern Pkwy. and Van Sinderen Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Completely Locked","06/22/2020 01:09:47 PM","Q294","Q294","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","73 Ave., Jewel Ave. bet. Utopia Pkwy. and 179 St.","Utopia Playground",-73.7922005741275,40.7307650558856,"Adults Allowed","Q294-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",408,"Q-08","Playgrounds","73 Ave., Jewel Ave. bet. Utopia Pkwy. and 179 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Queens","Partially Locked","06/23/2020 12:29:08 PM","Q399","Q399","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","23 Ave. bet. 212 St. and Bell Blvd.","Bay Terrace Playground",-73.7773690627845,40.7825213897023,"Adults Allowed","Q399-CPA-0001","03/31/2020 07:11:11 PM","06/23/2020 12:29:06 PM",407,"Q-07","Playgrounds","23 Ave. bet. 212 St. and Bell Blvd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:23:17 AM","X102","X102","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","E 188 St bet. Arthur Av and Hughes Av","Ciccarone Park",-73.8866270341326,40.8558201916988,"Adults Allowed","X102-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",206,"X-06","Playgrounds","E 188 St bet. Arthur Av and Hughes Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Staten Island","Completely Locked","06/22/2020 04:49:43 PM","R123","R123","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Arnold St. to Prospect Ave. bet. Harvard Ave and Clyde Pl.","Skyline Playground",-74.089800161181,40.6391234099516,"Adults not allowed in some locations","R123-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",501,"R-01","Playgrounds","Arnold St. to Prospect Ave. bet. Harvard Ave and Clyde Pl., Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/21/2020 10:11:32 AM","Q458","Q458-01","","Reopened","true","Not Applicable","Murray Ave, Jarman Rd, Sylvester Ln, Abbot Rd","Fort Totten Playground",-73.7780038632922,40.7940574166646,"Unknown","Q458-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 10:11:29 AM",407,"Q-07A","Playgrounds","Murray Ave, Jarman Rd, Sylvester Ln, Abbot Rd, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Completely Locked","06/22/2020 10:11:32 AM","Q136","Q136","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","115 St. bet. 14 Ave. and 14 Rd.","Playground 115",-73.8526465156158,40.7851963758886,"Adults not allowed in some locations","Q136-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 08:00:00 AM",407,"Q-07","Playgrounds","115 St. bet. 14 Ave. and 14 Rd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 11:01:41 AM","X203","X203","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Randall Ave. bet. Olmstead Ave. and Castle Hill Ave.","Randall Playground",-73.8494957236644,40.8191554758568,"Adults Allowed","X203-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",209,"X-09","Playgrounds","Randall Ave. bet. Olmstead Ave. and Castle Hill Ave., Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/21/2020 03:03:32 PM","Q413","Q413-02","","Reopened","true","Level 1: Playgrounds for All Children","Nr Guy Brewer Blvd & 134 Ave","Rochdale Park Playground",-73.7753193519953,40.6741779997591,"Adults not allowed in some locations","Q413-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 03:03:28 PM",412,"Q-12","Playgrounds","Nr Guy Brewer Blvd & 134 Ave, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 1: Playgrounds for All Children"
"Bronx","Completely Locked","06/22/2020 11:04:43 AM","X177","X177","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Castle Hill Av, Parker St","Castle Hill Playground",-73.8529871026999,40.8389096152325,"Adults Allowed","X177-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",209,"X-09","Playgrounds","Castle Hill Av, Parker St, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:18:37 AM","X010A","X010A-02","","Reopened","false","Not Applicable","E 175 St & Arthur Ave","Tremont Plgd (2)",-73.8945681785893,40.8444358451545,"Adults Allowed","X010A-CPA-0002","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",206,"X-06","Playgrounds","E 175 St & Arthur Ave, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","06/22/2020 10:17:24 AM","X258","X258","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Anthony Av bet. Prospect Pl and Ittner Pl","Cleopatra Playground",-73.9042171996137,40.8455647588163,"Adults Allowed","X258-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",205,"X-05","Playgrounds","Anthony Av bet. Prospect Pl and Ittner Pl, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Bronx","Completely Locked","06/22/2020 10:48:07 AM","X004","X004-01","","Reopened","false","Not Applicable","E 227 St, Bronx River Parkway","227th Street Playground",-73.8642049573554,40.8907768266151,"Adults Allowed","X004-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",212,"X-14","Playgrounds","E 227 St, Bronx River Parkway, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Completely Locked","06/22/2020 04:58:40 PM","Q099","Q099-01","","Reopened","false","Not Applicable","62nd Drive And Grand Central Pkwy Service Rd","World's Fair Playground",-73.8456877249287,40.7367412932987,"Unknown","Q099-CPA-0001","03/31/2020 07:11:11 PM","",406,"Q-06","Playgrounds","62nd Drive And Grand Central Pkwy Service Rd, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/23/2020 10:08:49 AM","B150","B150","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Ave. L bet. E. 17 St. and E. 18 St.","Kolbert Playground",-73.9582304849198,40.6202173632283,"Adults Allowed","B150-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",314,"B-14","Playgrounds","Ave. L bet. E. 17 St. and E. 18 St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Queens","Completely Locked","06/22/2020 06:34:41 PM","Q045","Q045","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","49 Ave. bet. 5 St. and Vernon Blvd.","Andrews Grove",-73.9546701126456,40.7433291540405,"Adults Allowed","Q045-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",402,"Q-02","Playgrounds","49 Ave. bet. 5 St. and Vernon Blvd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Bronx","Not Lockable","06/22/2020 11:17:10 AM","X046","X046-01","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","233 St, Dereimer St & Baychester Ave","High Rock Plgd",-73.8408563095074,40.8883910728544,"Adults not allowed in some locations","X046-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",212,"X-12","Playgrounds","233 St, Dereimer St & Baychester Ave, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 01:42:16 PM","B353","B353","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","E. 71 St. between Ave. N and Ave. T","Bergen Beach Playground",-73.909682239046,40.6222456152713,"Adults Allowed","B353-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",318,"B-18","Playgrounds","E. 71 St. between Ave. N and Ave. T, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 11:21:05 AM","B309","B309","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Stanley Ave. and Eldert La.","Pink Playground",-73.8623873859568,40.6666589766998,"Adults Allowed","B309-CPA-0001","03/31/2020 07:11:11 PM","06/20/2020 12:00:00 AM",305,"B-05","Playgrounds","Stanley Ave. and Eldert La., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 09:46:20 AM","X034","X034-06","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Cromwell Ave & McClellan St","Mullaly Plgd (2)",-73.9233552343089,40.8342762183861,"Adults not allowed in some locations","X034-CPA-0002","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",204,"X-04","Playgrounds","Cromwell Ave & McClellan St, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Manhattan","Completely Locked","06/19/2020 10:12:47 AM","M206","M206","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Cherry St. To Water St., W. Catherine Slip To Market Slip","Tanahey Playground",-73.9958918991965,40.710108492953,"Adults not allowed in some locations","M206-CPA-0001","03/31/2020 07:11:11 PM","06/19/2020 12:00:00 AM",103,"M-03","Playgrounds","Cherry St. To Water St., W. Catherine Slip To Market Slip, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Queens","Completely Locked","06/21/2020 04:56:36 PM","Q162J","Q162J","","Reopened","false","Not Applicable","Seagirt Blvd bet. B. 17 St. and B. 12 St.","Beach 17 Playground",-73.7498072391703,40.5947157813927,"Adults not allowed in some locations","Q162J-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 04:56:33 PM",414,"Q-14","Playgrounds","Seagirt Blvd bet. B. 17 St. and B. 12 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Completely Locked","06/21/2020 04:56:36 PM","Q403","Q403","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","B 80 St., B 79 St., Rockaway Beach Blvd., Beach Channel Dr.","Beach Channel Playground",-73.805473331651,40.5889619932311,"Adults Allowed","Q403-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 04:56:33 PM",414,"Q-14","Playgrounds","B 80 St., B 79 St., Rockaway Beach Blvd., Beach Channel Dr., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Queens","Completely Locked","06/19/2020 01:26:18 PM","Q015","Q015-10","","Reopened","false","Not Applicable","79 St & Park Lane South","Mary Whalen Playground",-73.8651209811654,40.695693579292,"Unknown","Q015-CPA-0007","03/31/2020 07:11:11 PM","06/19/2020 01:00:00 PM",482,"Q-16","Playgrounds","79 St & Park Lane South, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
